tle_0	tle_1	norad_cat_num	status
1 20135U 89055  B 89200.44148329  .07678156 -00000-5 +78369-3 0  9994	2 20135 082.5631 108.3900 0015171 077.3121 283.0811 16.37595122000177	n_20135	
1 20136U 89056  A 89258.24646523  .08083719 +56068-4 +31320-3 0  9991	2 20136 050.5365 162.0996 0008256 095.3954 265.0281 16.43430019002273	n_20136	
1 20137U 89056  B 89202.08332518  .06121331 +54600-4 +76194-3 0  9998	2 20137 050.5577 111.1429 0024859 109.7027 250.9574 16.34113233000422	n_20137	
1 20139U 89051  C 89226.90641212  .06941982 +97630-5 +19373-2 0  9994	2 20139 082.3551 024.4844 0014905 266.0568 094.9291 16.27548294006434	n_20139	
1 20140U 89051  D 89287.05698027  .22383547 +98734-5 +16414-3 0  9990	2 20140 082.3405 317.0531 0012019 284.3725 075.8130 16.52744385000284	n_20140	
1 20141U 89051  E 89219.43936079  .21255865 -96000-5 +66391-3 0  9994	2 20141 082.3677 032.9077 0013791 275.8829 089.3696 16.43678461005241	n_20141	
1 20142U 89051  F 89230.64472734  .30999562 +10108-4 +60271-2 0  9996	2 20142 082.3373 021.9331 0028065 272.4798 088.7105 16.30481625006928	n_20142	
1 20143U 89051  G 89219.95794186  .18492363 -25999-5 +16086-1 0  9999	2 20143 082.3493 033.5251 0051144 247.0014 110.9653 16.10177763005259	n_20143	
1 20144U 89051  H 89201.68408696  .00072962 +00000-0 +43717-3 0  9992	2 20144 082.3510 052.8162 0009072 007.0711 353.1408 15.77671425002438	n_20144	
1 20145U 89057  A 89215.17862029  .00009399 +00000-0 +76414-5 0  9998	2 20145 082.3069 083.6697 0008721 050.2513 309.8763 16.13895526002212	n_20145	
1 20146U 89057  B 89202.10607072  .03396940 -10399-4 +75034-3 0  9999	2 20146 082.3087 098.7130 0035807 087.2904 273.3254 16.28392156000126	n_20146	
1 20147U 89058  A 91006.09922653  .39637384 +37525-4 +32894-3 0  9994	2 20147 065.0076 336.8272 0022461 276.6066 083.8248 16.50451225082496	n_20147	
1 20148U 89058  B 89205.42628475  .61201477 +32988-4 +42056-3 0  9999	2 20148 064.9825 335.2621 0094985 046.0651 315.0867 16.40062608000070	n_20148	
1 20151U 89060  A 89226.73360771  .00195156 +20973-5 +15008-3 0  9993	2 20151 082.5612 137.0759 0009257 044.3664 315.8985 16.14840413001964	n_20151	
1 20152U 89060  B 89216.37205791  .25451770 +10846-4 +39846-3 0  9990	2 20152 082.5537 148.4909 0006546 132.0256 228.6661 16.48284986000318	n_20152	
1 20154U 87020 DE 90135.15624423  .06975708 +00000-0 +0918401 0  9998	2 20154 073.3877 322.1543 0091541 087.3169 273.8967 14.77193883074210	n_20154	
1 20156U 89057  C 89222.32327366  .12164557 +10344-4 +15577-3 0  9993	2 20156 082.2913 075.1578 0009084 289.8670 071.6109 16.49248633003378	n_20156	
1 20158U 89057  E 89218.69256063  .23923898 +10473-4 +56115-2 0  9993	2 20158 082.3049 079.6688 0050817 300.1185 059.6303 16.25901952002780	n_20158	
1 20160U 89055  C 89261.52374417  .04875829 -10200-4 +40265-4 0  9997	2 20160 082.5604 039.3538 0007639 020.6099 339.5937 16.52243605010013	n_20160	
1 20161U 89055  D 89261.35377669  .03178783 -10399-4 +75690-4 0  9994	2 20161 082.5590 039.5852 0005521 162.5389 199.1150 16.46081686009988	n_20161	
1 20171U 89062  D 92068.47037344  .29380605 +15363-3 +21652-2 0  9995	2 20171 007.1913 166.9101 0273589 061.1972 301.9798 15.83783781050731	n_20171	
1 20173U 86019 VM 90202.18520860  .03117308 +00000-0 +50102-1 0  9992	2 20173 098.5973 280.7636 0029041 269.6298 095.2940 15.52463896047870	n_20173	
1 20180U 89060  F 89234.00295318  .13394020 +10415-4 +10092-3 0  9990	2 20180 082.5516 128.7048 0010899 273.3505 085.9830 16.52640398003147	n_20180	
1 20181U 88113  U 89274.71288728  .13658783 +80000-6 +19560-1 0  9993	2 20181 073.5109 319.4446 0013422 295.5371 064.6737 16.05123394042906	n_20181	
1 20182U 88113  V 89275.55390417  .15092415 +88151-6 +18293-1 0  9999	2 20182 073.5085 317.5530 0013238 292.4129 067.5791 16.07806616042982	n_20182	
1 20183U 88113  W 89277.11243907  .24210688 +12999-5 +18066-1 0  9993	2 20183 073.5039 314.0738 0011246 303.2821 057.7287 16.15103202043275	n_20183	
1 20184U 88113  X 89274.70749716  .21036146 +11000-5 +20542-1 0  9991	2 20184 073.5090 319.4249 0013868 296.5967 064.4920 16.11108925042907	n_20184	
1 20186U 89064  B 89252.37570902  .21161753 +23044-4 +27837-3 0  9996	2 20186 030.9337 046.9622 0055472 269.3722 090.1955 16.41952240003474	n_20186	
1 20187U 89064  C 90159.04554323  .12148309 +14958-4 +54163-3 0  9996	2 20187 037.5194 053.5322 0700503 169.1467 193.5809 14.86056700020967	n_20187	
1 20191U 89066  A 89335.10857944  .00020735 +00000-0 +29200-3 0  9991	2 20191 051.6226 246.2220 0003690 120.8954 239.3771 15.56616067015609	n_20191	
1 20192U 89066  B 89235.73691867  .05547448 +55184-4 +83711-3 0  9994	2 20192 051.6262 025.2908 0013836 093.4646 267.3673 16.33145012000108	n_20192	
1 20194U 89067  B 89294.77770808  .14632197 +54030-4 +15253-2 0  9999	2 20194 026.6926 087.8518 0019526 084.0339 276.3050 16.35777404008663	n_20194	
1 20195U 89067  C 89298.53262102  .00009440 +00000-0 +17514-2 0  9991	2 20195 023.3144 118.3693 7326952 217.3838 056.5598 02.23386041001292	n_20195	
1 20198U 87020 DG 91089.09479601  .28647971 +00000-0 +8860700 0  9992	2 20198 073.4130 239.8726 0053483 336.3363 031.6793 15.22879423061411	n_20198	
1 20199U 87020 DH 90237.23119471  .73434734 +00000-0 +1060901 0  9998	2 20199 073.2590 179.7787 0078857 171.2680 184.2534 15.18468426085606	n_20199	
1 20200U 77121BX  02281.42950886 +.03103495 +74216-2 +12598-1 0  9990	2 20200 065.5813 036.4826 0034496 262.0668 097.5150 15.86780561731464	n_20200	
1 20201U 87020 DJ 89273.37252220  .00000022 +00000-0 +00000-4 0  9992	2 20201 073.6840 029.1756 0257923 005.8114 354.5876 12.63401714025275	n_20201	
1 20204U 89069  C 89266.92405878  .40172011 +39874-4 +45757-3 0  9996	2 20204 028.5782 120.3099 0086105 331.1105 028.6622 16.37086618003038	n_20204	
1 20214U 89065  D 89253.04934428  .18954746 +40558-4 +15146-3 0  9998	2 20214 062.8128 041.7407 0004212 221.6641 139.4942 16.52289264002999	n_20214	
1 20218U 89071  A 90049.78131966  .00016618 +00000-0 +22296-3 0  9997	2 20218 051.6150 206.6764 0018210 178.1172 182.1942 15.57896318025820	n_20218	
1 20219U 89071  B 89250.05458563  .18596007 +57681-4 +27120-3 0  9991	2 20219 051.6447 312.9712 0005257 298.6733 061.7297 16.48498793000196	n_20219	
1 20222U 89073  A 89264.97219289  .00067825 -12000-5 +11227-3 0  9994	2 20222 082.3070 156.4583 0008293 312.2089 047.8475 16.02847505002497	n_20222	
1 20223U 89073  B 89250.85361687  .18455765 -10500-4 +33314-3 0  9993	2 20223 082.3050 172.7602 0015921 109.4366 250.9435 16.46414942000235	n_20223	
1 20224U 64006AD  01260.05252965 +.09338123 +92815-5 +62605-2 0  9999	2 20224 060.6619 105.9915 0050307 249.8721 109.8865 16.13291575399275	n_20224	
1 20225U 87020 DK 91280.59392828  .05047352 +00000-0 +0591301 0  9998	2 20225 073.5934 347.5233 0108106 307.7027 052.3209 14.80814664033080	n_20225	
1 20226U 87020 DL 91047.60814286  .18568888 +00000-0 +0931801 0  9998	2 20226 072.6956 256.2777 0029938 063.8662 301.7352 15.16846873057177	n_20226	
1 20227U 87020DM  99192.03832292 +.15040790 +00000-0 +32500-0 0  9995	2 20227 073.1286 053.4267 0034128 143.9639 216.3796 15.38022383464331	n_20227	
1 20230U 89070B   19094.75054900  .06665883 -82054-5  58575-3 0  9994	2 20230  28.0950 263.6963 0136605 174.9997 198.4435 16.14393101591621	n_20230	
1 20241U 89063  F 89259.65754500  .51162654 +10740-4 +57121-3 0  9995	2 20241 082.2897 110.4026 0012001 276.7588 085.0549 16.49842318005178	n_20241	
1 20242U 89075  A 89271.91910735  .00392374 -10700-4 +11056-3 0  9998	2 20242 082.3202 102.1072 0028181 060.2745 300.1368 16.26505095002211	n_20242	
1 20243U 89075  B 89261.64726793  .50803202 +10486-4 +29421-3 0  9994	2 20243 082.3011 114.2021 0012488 107.3599 253.2121 16.54482079000558	n_20243	
1 20244U 89076  A 89275.99563265  .12085370 +15875-4 +46393-2 0  9991	2 20244 069.9933 132.1992 0017840 097.0228 263.3017 16.23419690001710	n_20244	
1 20245U 89076  B 89270.88551760  .19878811 +17151-4 +34000-3 0  9991	2 20245 069.9739 146.9103 0006646 104.4002 256.4441 16.47632932000903	n_20245	
1 20248U 89073  C 89285.05703481  .06075217 +59995-5 +25239-3 0  9997	2 20248 082.2870 132.8705 0010125 242.2553 119.3974 16.42785724005738	n_20248	
1 20249U 89073  D 89269.61365144  .22487506 +10968-4 +36712-3 0  9992	2 20249 082.2973 150.9779 0011292 300.6639 064.2349 16.47549840003245	n_20249	
1 20250U 89073  E 89271.65470305  .28982022 -10600-4 +19113-2 0  9995	2 20250 082.3076 148.9181 0032994 284.4085 078.8969 16.36998176003564	n_20250	
1 20251U 89073  F 89268.01049168  .29524735 +10787-4 +12924-2 0  9993	2 20251 082.2811 152.8844 0008713 249.1134 113.4797 16.42736124002986	n_20251	
1 20252U 89073  G 89267.69263001  .22597270 +10365-4 +10964-1 0  9991	2 20252 082.2716 153.4196 0092567 340.7988 023.7115 16.11481643002945	n_20252	
1 20254U 89077  B 91129.08340889  .61625357 -41100-4 +92549-3 0  9994	2 20254 027.9128 158.7474 0307051 312.7892 047.6341 15.85866401010738	n_20254	
1 20255U 89078A   00315.97681937  .99999999  72275-5  13093-2 0  9993	2 20255 063.2136 306.7295 0236843 255.3730 102.2260 16.12245621 84016	n_20255	
1 20258U 89078D   03279.66405917  .99999999  78106-5  65967-3 0  9993	2 20258 062.1346 070.2180 0409962 268.9529 086.5896 15.70543813110157	n_20258	
1 20259U 89079  A 91106.64841541  .15257248 +36468-4 +89526-3 0  9999	2 20259 064.9855 170.9295 0024594 286.2529 074.0359 16.39008193087876	n_20259	
1 20260U 89079  B 89270.98261818  .52191852 +32200-4 +49499-3 0  9994	2 20260 065.0066 285.2426 0121286 053.3745 304.6917 16.31926775000053	n_20260	
1 20264U 89081  B 89273.47599166  .16473728 +57074-4 +24493-3 0  9996	2 20264 051.6098 263.3488 0005125 206.3705 153.8290 16.48406202000297	n_20264	
1 20267U 89075  C 89274.06241637  .11591756 -10500-4 +12829-3 0  9996	2 20267 082.3148 099.5235 0020971 019.9312 343.6544 16.48920875002564	n_20267	
1 20270U 89081  E 90082.53153416  .00078365 +16957-4 +69459-4 0  9992	2 20270 046.7896 220.2213 7028990 050.5254 354.2192 02.68668197004161	n_20270	
1 20271U 89081  F 90233.08710074  .00826431 -60000-6 +00000-4 0  9993	2 20271 046.6875 135.7341 3577038 132.8319 263.5063 08.54383406002888	n_20271	
1 20272U 86067 AE 89278.31019189  .14512590 +60848-6 +23887-1 0  9994	2 20272 073.9921 238.2934 0018619 194.8469 165.2050 16.02644366172639	n_20272	
1 20273U 86067 AF 89278.04176448  .17189574 +70000-6 +19517-1 0  9998	2 20273 073.9912 238.7827 0015546 165.1402 195.4782 16.08762965172594	n_20273	
1 20274U 89076  E 89277.47626704  .06093763 +16078-4 +12691-2 0  9995	2 20274 069.9894 127.6939 0009061 077.1706 283.8252 16.30672549001962	n_20274	
1 20275U 89076  F 89278.20693351  .22538169 +15354-4 +93353-2 0  9992	2 20275 069.9896 125.8286 0045058 320.9242 039.6535 16.20151218002067	n_20275	
1 20276U 89076  G 89281.98177770  .11038263 +17150-4 +59392-3 0  9994	2 20276 069.9801 114.0445 0002502 068.3736 291.9375 16.42642469002690	n_20276	
1 20277U 89076  H 89277.02565555  .24070024 +38000-5 +26793-1 0  9997	2 20277 070.0776 129.3109 0076312 333.1681 027.6682 16.03240751001883	n_20277	
1 20279U 89082  A 89325.66272966  .01729042 +29429-4 +33730-3 0  9992	2 20279 067.1037 056.7203 0068876 115.8539 245.1461 16.24479692007916	n_20279	
1 20280U 89082  B 89278.90107944  .10738123 +25123-4 +43212-3 0  9994	2 20280 067.1180 215.9968 0060797 092.8392 268.2582 16.34215595000373	n_20280	
1 20282U 89080D   17326.07838987  .05766207 -11784-5  29824-2 0  9995	2 20282  82.4469 189.0085 0010408 219.7256 140.4706 16.20259135235696	n_20282	
1 20286U 88113  Y 89314.87290588  .04402907 +00000-0 +29889-1 0  9994	2 20286 073.5349 234.5400 0019962 146.1797 213.9598 15.74505836048958	n_20286	
1 20287U 88113  Z 89316.81439645  .28510925 +12999-5 +22567-1 0  9997	2 20287 073.4973 229.8068 0015509 176.3610 183.7681 16.14121634049267	n_20287	
1 20288U 88113 AA 89314.90878712  .07125337 +00000-0 +29348-1 0  9993	2 20288 073.5199 234.2921 0021504 172.1364 188.0197 15.85374069048964	n_20288	
1 20289U 88113 AB 89315.76027736 -.01130014 +00000-0 -52583-2 0  9993	2 20289 073.5078 232.4227 0026956 156.7110 203.5345 15.82603222049099	n_20289	
1 20299U 89084C   06051.32052958  .33748162 -26339-6  19152-3 0  9992	2 20299 033.9861 290.8729 0030866 196.3165 164.9603 16.51762607346198	n_20299	
1 20304U 89085  C 91339.15839319  .37954137 +15300-4 +12352-2 0  9990	2 20304 037.3926 180.6675 0145171 049.6636 312.0415 16.17522450052003	n_20304	
1 20307U 89080F   02012.58603601  .04864650  69781-1  83520-2 0  9996	2 20307 082.5414 214.0930 0049374 180.5191 179.6008 16.06529663608389	n_20307	
1 20310U 89083  F 89303.55045384  .19291320 +39245-4 +17416-3 0  9997	2 20310 062.7908 119.0286 0008504 202.4754 157.7656 16.51198169002105	n_20310	
1 20311U 89083  G 89302.07055126  .24881567 +37100-4 +79818-2 0  9994	2 20311 062.8177 125.6170 0033683 335.6443 025.4106 16.24090602001866	n_20311	
1 20318U 89080H   10227.07356611  .12775696 -14722-5  18717-2 0  9991	2 20318 082.3776 213.9104 0026023 212.0930 148.2052 16.33440078 58000	n_20318	
1 20320U 89088  A 90170.29519581  .00345759 +65117-4 +35285-3 0  9990	2 20320 064.7223 182.7968 0029907 173.4960 186.6869 16.09513359034363	n_20320	
1 20329U 89090  A 89331.86914764  .00071909 +29150-5 +24855-3 0  9996	2 20329 028.4621 225.1098 0235799 100.7198 261.9955 15.56153418000757	n_20329	
1 20331U 89091  B 89351.92214016  .20990109 +39100-4 +27464-3 0  9990	2 20331 062.8215 229.2984 0029633 121.3548 239.4456 16.46351237003822	n_20331	
1 20332U 89091  C 89343.83268260  .15015361 +42463-4 +41327-3 0  9994	2 20332 062.9170 260.2572 0062094 121.9145 238.9738 16.36111167002549	n_20332	
1 20334U 89092  A 91021.17583812  .47186294 +34500-4 +19099-3 0  9996	2 20334 064.8408 078.4820 0007645 312.5466 049.5894 16.57081025065849	n_20334	
1 20335U 89093A   00349.79287476 +.00072806 +00000-0 +32436-3 0  9992	2 20335 051.6436 051.7823 0015893 111.6848 248.5502 15.83430613630707	n_20335	
1 20336U 89093  B 89338.43958041  .12500282 +61150-4 +21149-3 0  9995	2 20336 051.6289 227.1456 0012678 108.6018 252.4120 16.46927279001282	n_20336	
1 20338U 89094A   00140.74815059 +.99999999 +43892-5 +10908-2 0  9993	2 20338 063.3731 345.5200 0503867 252.8608 213.1109 15.49121741077859	n_20338	
1 20339U 89094B   00186.11250000  .99999999  75412-5  28885-3 0  9991	2 20339 063.6877 351.8803 0167894 256.1409 262.7585 16.32636198 77358	n_20339	
1 20342U 88113 AE 89364.89734794  .06092719 +00000-0 +25724-1 0  9998	2 20342 073.5211 125.8775 0021834 344.0681 014.6212 15.84848568056577	n_20342	
1 20343U 88113 AF 89365.37179433 -.41003618 +5684400 +18249-1 0  9996	2 20343 073.5135 124.5885 0018444 351.2090 008.9370 16.08817920056653	n_20343	
1 20345U 88113 AG 89363.99974128  .16615501 +00000-0 +29317-1 0  9991	2 20345 073.5231 127.9404 0022340 349.0986 011.5152 15.80095727056431	n_20345	
1 20347U 89080J   15217.90783312  .09030592 -11516-5  38565-2 0  9997	2 20347 082.4235 175.2431 0009140 205.4554 154.6287 16.22731960288563	n_20347	
1 20350U 89095  A 90024.34736390  .02061159 +29386-4 +27717-3 0  9994	2 20350 067.1327 095.8075 0086852 118.4677 242.7087 16.22977796008818	n_20350	
1 20351U 89095  B 89337.26967091  .86778331 +26700-4 +56821-3 0  9999	2 20351 067.1448 272.1485 0029765 108.6280 252.1276 16.51424322000438	n_20351	
1 20352U 89096A   99141.75000000 +.00000000 +00000-0 +00000-0 0  9990	2 20352 048.7873 283.4465 9390426 021.8293 352.6408 00.24428860011724	n_20352	
1 20353U 89096  B 91068.11784961  .17660327 +60605-4 +27950-3 0  9995	2 20353 051.4411 246.8717 0043139 139.3438 221.4522 16.42894249066196	n_20353	
1 20354U 89096C   99202.66875000 +.00000000 +00000-0 +00000-0 0  9990	2 20354 051.2418 285.3049 9395959 020.7652 000.0733 00.24909598007768	n_20354	
1 20358U 89096  D 91105.39557431  .17531128 +60651-4 +21297-3 0  9997	2 20358 051.4456 098.1600 0051641 260.9428 099.5239 16.43200922071416	n_20358	
1 20359U 89080K   19028.63637858 +.06362158 -12727-5 +24224-2 0  9992	2 20359 082.4827 100.8940 0007475 342.1476 173.6372 16.24183945478487	n_20359	
1 20362U 89097B   20071.03900496  .07981546  21192-5  38161-3 0  9999	2 20362  35.5926  37.1119 0002167 220.5407 139.5348 16.42979716656623	n_20362	
1 20363U 89097  C 90221.18935172  .34917012 +15738-4 +10021-2 0  9998	2 20363 037.4492 112.2888 0575511 005.7676 356.3555 15.18328560016334	n_20363	
1 20365U 88065  N 90004.49319451  .13119719 +29099-4 +21221-2 0  9997	2 20365 065.8327 213.1580 0008047 248.3511 116.0257 16.33142579080744	n_20365	
1 20366U 88065  P 90003.06999757  .00751425 +53996-1 +57548-2 0  9996	2 20366 065.7801 218.1543 0004620 256.3213 103.7133 16.09287697080511	n_20366	
1 20371U 89098  E 90288.98618703  .01626242 +16999-4 +85595-3 0  9992	2 20371 046.5299 172.9439 6505246 089.4852 344.4698 03.43004627001344	n_20371	
1 20372U 89098  F 90148.48662323  .00418760 -49100-4 +11039-2 0  9995	2 20372 046.5943 219.5775 7270687 043.9805 354.7939 02.35694623003710	n_20372	
1 20373U 89099  A 90039.96519154  .00040451 +00000-0 +54269-3 0  9994	2 20373 051.6179 255.8867 0019612 143.3281 216.8138 15.57412173006997	n_20373	
1 20375U 88065  Q 90010.93456417  .83399164 +30700-4 +14873-2 0  9995	2 20375 065.7812 191.4392 0008816 228.3973 137.6513 16.47133020081758	n_20375	
1 20376U 88065  R 90005.18254907  .01816865 +35457-1 +54959-2 0  9999	2 20376 065.8182 211.1893 0007899 289.4741 070.5258 16.08040224080847	n_20376	
1 20378U 88065  T 90006.69005508  .08017946 +61000-5 +52713-2 0  9992	2 20378 065.8049 205.9372 0008190 290.5280 069.5628 16.16740773081081	n_20378	
1 20379U 88065  U 90007.48996525  .12622067 +33639-4 +14713-2 0  9994	2 20379 065.7930 202.9785 0012965 299.4050 061.8662 16.36046224081213	n_20379	
1 20380U 88065  V 90009.15350016  .16823683 +29499-4 +20267-2 0  9992	2 20380 065.7744 197.3853 0017358 182.7872 180.0482 16.35482416081476	n_20380	
1 20381U 88065  W 90009.47608652  .10669572 +32984-4 +25978-2 0  9996	2 20381 065.8263 196.5077 0007320 284.1558 076.6206 16.28922778081521	n_20381	
1 20382U 88065  X 90008.69251541  .02344733 +19097-1 +47788-2 0  9991	2 20382 065.8082 199.4186 0005289 303.9475 055.5702 16.07076766081390	n_20382	
1 20383U 88065  Y 90011.60817370  .06464181 +53000-5 +51604-2 0  9997	2 20383 065.7925 189.4260 0009626 286.2303 073.8420 16.13988000081851	n_20383	
1 20384U 88065  Z 90014.60972302  .06219132 +54000-5 +49487-2 0  9999	2 20384 065.7995 179.3973 0009715 320.7300 038.3632 16.14032508082326	n_20384	
1 20385U 88065 AA 90013.04639922  .15084314 +33524-4 +31483-2 0  9991	2 20385 065.7913 184.4312 0011898 331.0658 029.3806 16.30411913082071	n_20385	
1 20386U 88065 AB 90013.05346414  .11286677 +32953-4 +35819-2 0  9998	2 20386 065.8071 184.4708 0009453 284.8815 075.1676 16.25890864082086	n_20386	
1 20387U 88065 AC 90016.42089613  .15625527 +29600-4 +14653-2 0  9991	2 20387 065.7957 172.9995 0010974 322.9220 044.9334 16.38071824082618	n_20387	
1 20388U 88065 AD 90016.80554980  .27446363 +29699-4 +21601-2 0  9999	2 20388 065.8077 171.8129 0003999 294.9247 065.0557 16.39788511082672	n_20388	
1 20389U 89100A   97245.38968750  .42356454  28113-5  80922-4 0  9991	2 20389 073.4783 226.4401 0006542 209.8951 265.0687 16.63977747434873	n_20389	
1 20390U 89100B   03156.08843505  .38400704  22041-5  16098-3 0  9997	2 20390 073.4632 097.7102 0015389 236.9449 203.9672 16.56678153751448	n_20390	
1 20392U 89101  B 89362.12984992  .29397944 +60934-4 +77431-3 0  9995	2 20392 051.6068 269.1929 0004042 125.0556 235.1813 16.45644216000110	n_20392	
1 20393U 89101  C 89363.04448381  .15909253 +61272-4 +18049-3 0  9998	2 20393 051.6174 264.0207 0005918 249.6947 110.8189 16.49856807000268	n_20393	
1 20397U 89100  C 90071.04330073  .10483576 +18000-5 +55000-2 0  9996	2 20397 073.5372 295.0002 0014318 207.6020 153.8819 16.19771051011568	n_20397	
1 20399U 89101E   00246.94930062  .99999999  11954-4  17784-2 0  9992	2 20399 046.5533 223.5374 0060422 006.7224 353.3911 16.44622148107946	n_20399	
1 20400U 89101  F 90170.27796772  .00244084 -18648-4 +23429-2 0  9995	2 20400 046.6131 223.4197 7254582 047.5806 356.6602 02.36785127000188	n_20400	
1 20403U 90001  C 90008.92823953  .18114790 +35119-4 +26145-2 0  9991	2 20403 028.5830 228.0160 0098629 211.3663 148.3686 16.20660134001266	n_20403	
1 20405U 90001  E 90014.82702321  .10388947 +37075-4 +12329-3 0  9996	2 20405 028.5899 182.8475 0069560 292.6075 066.8145 16.40030567002213	n_20405	
1 20406U 90001F   13268.78094858  .11110298 -10212-4  39751-3 0  9993	2 20406 026.3786 275.8964 0130480 321.9084 037.2407 16.20354493509138	n_20406	
1 20407U 86017 BY 90176.81629375  .02346893 +58772-4 +50677-3 0  9995	2 20407 051.5985 265.3977 0009260 311.2467 048.7883 16.29747804249717	n_20407	
1 20408U 89100  E 90067.35249244  .04797923 +50000-6 +11374-1 0  9996	2 20408 073.4985 303.0787 0011721 220.7038 138.8640 15.96428856009827	n_20408	
1 20414U 86017 BU 90024.07637743  .24370506 +20000-4 +73426-2 0  9992	2 20414 051.6049 333.5143 0004949 183.3746 176.8086 16.26158901225631	n_20414	
1 20415U 86017 BV 90072.24677876  .03392716 +13490-4 +18512-2 0  9990	2 20415 051.6032 085.0307 0006601 044.3037 315.8617 16.18869428233235	n_20415	
1 20416U 86017 BW 90062.39781569  .06020499 +54400-4 +11071-2 0  9999	2 20416 051.5990 135.5488 0011991 000.3161 006.8469 16.31278463231684	n_20416	
1 20418U 86017 BZ 90063.57513995  .23259070 +55600-4 +16371-2 0  9997	2 20418 051.6124 129.9603 0004958 271.4919 089.3281 16.40220716231876	n_20418	
1 20419U 86017 CA 90059.71930469  .14210346 +59331-4 +14121-2 0  9997	2 20419 051.5968 149.9074 0011723 347.5400 014.4155 16.37074834231215	n_20419	
1 20420U 86017 CB 90041.98686746  .09959086 +54800-4 +18261-2 0  9995	2 20420 051.5946 240.7796 0009208 296.0522 065.8278 16.31409134228460	n_20420	
1 20421U 86017 CC 90031.11272378  .12434441 +16600-4 +49589-2 0  9992	2 20421 051.6519 297.2698 0007614 215.4262 144.6191 16.22801657226746	n_20421	
1 20422U 88113 AJ 90058.52659723  .13357557 +70000-6 +22731-1 0  9997	2 20422 073.5210 358.2153 0015739 174.7539 185.4573 16.02173864065493	n_20422	
1 20423U 88113 AK 90052.45958030  .24196757 +25541-5 +15154-1 0  9992	2 20423 073.5151 010.9196 0009989 163.6354 196.5958 16.17562437064593	n_20423	
1 20424U 88113 AL 90053.52319627  .04932160 +00000-0 +19509-1 0  9995	2 20424 073.5166 009.3400 0013367 153.7662 205.8959 15.75379252064743	n_20424	
1 20425U 88113 AM 90055.53147178  .11750400 +70000-6 +22480-1 0  9997	2 20425 073.5153 004.5169 0014266 174.7067 184.3239 16.00201267065034	n_20425	
1 20426U 90003  A 90029.05643855  .00253246 +40730-4 +13245-3 0  9990	2 20426 062.8243 242.6844 0036127 110.7913 249.7632 16.18324149001858	n_20426	
1 20427U 90003  B 90023.96435347  .18547750 +39300-4 +45434-3 0  9991	2 20427 062.7896 262.4278 0002723 286.0808 074.4219 16.46099567001036	n_20427	
1 20429U 90003  D 90018.40457682  .21812913 +38200-4 +30041-2 0  9997	2 20429 062.7952 284.9126 0010598 265.3513 094.6254 16.34504211000120	n_20429	
1 20430U 88113 AN 90054.84018142  .17807112 +15000-5 +12777-1 0  9999	2 20430 073.5123 005.8351 0009020 156.5280 203.6922 16.15712610064950	n_20430	
1 20431U 88113 AP 90049.33598046  .11846025 +70000-6 +18979-1 0  9996	2 20431 073.5140 017.8438 0010609 162.0886 197.5679 16.03334913064119	n_20431	
1 20444U 90006A   03174.74957551  .74585463  94780-5  87576-3 0  9998	2 20444 061.5957 105.8740 0133558 274.6192 085.7830 16.27451236 99613	n_20444	
1 20445U 90006  B 90053.33186905  .33211073 +43601-4 +42439-3 0  9995	2 20445 062.7911 359.7688 0020506 133.9740 226.5373 16.47725558004764	n_20445	
1 20446U 90006C   02295.91921296  .86918444  85878-5  39185-3 0  9992	2 20446 062.2832 026.5861 0244701 269.8893 265.0538 16.10437143102510	n_20446	
1 20447U 90006  D 90046.18458433  .17566679 +43231-4 +28811-3 0  9994	2 20447 062.8070 026.9687 0044137 116.7309 243.8196 16.42602295003638	n_20447	
1 20449U 90007  C 90026.20202803  .06103724 +20385-4 +11710-2 0  9996	2 20449 030.7513 337.3012 0011339 047.1016 313.1155 16.30475968442744	n_20449	
1 20450U 90008  C 94262.47102747  .55172956 +37250-5 +57957-3 0  9991	2 20450 037.4454 304.1972 0048314 190.4695 169.5100 16.44698779128879	n_20450	
1 20454U 87020 DQ 90051.61312814  .13223294 +00000-0 +1095501 0  9999	2 20454 073.2349 114.1860 0118775 282.8568 075.9869 14.93380144014347	n_20454	
1 20455U 63014FB  07303.81667440  .28944560  17008-5  57718-1 0  9997	2 20455 083.3639 237.8374 0228287 024.0946 000.7160 15.67327645396321	n_20455	
1 20456U 77065GD  01026.03347161 +.69755372 +00000-0 +32121-1 0  9990	2 20456 028.1089 314.7387 0005507 106.3035 250.1403 16.09636453493841	n_20456	
1 20457U 90009  A 90078.57712591  .01133820 +40652-4 +37651-3 0  9991	2 20457 062.8081 122.2847 0075455 138.1729 222.6190 16.18063171008518	n_20457	
1 20458U 90009  B 90029.78380600  .10832040 +42654-4 +45001-3 0  9995	2 20458 062.8056 316.9861 0037191 117.7798 242.8882 16.38470849000658	n_20458	
1 20459U 86017 CD 90038.97902080  .18684025 +13179-4 +10985-1 0  9990	2 20459 051.6077 259.0262 0009724 252.4804 107.6598 16.17799820227952	n_20459	
1 20460U 86017 CE 90067.31213347  .16358697 +58801-4 +23173-2 0  9999	2 20460 051.5931 113.6304 0002216 337.3872 022.7053 16.34098878001048	n_20460	
1 20461U 86017 CF 90028.01839368  .11101156 +00000-0 +63714-1 0  9990	2 20461 051.6106 315.6431 0015142 146.2751 211.9194 15.77918927226223	n_20461	
